"","from","to"
"14072","HSPA5","SEC61A1"
"14073","HSPA5","CPT1A"
"14074","HSPA5","DNAJC1"
"14075","HSPA5","DNAJC3"
"14076","HSPA5","SEC63"
"14077","FGF7","HSPG2"
"14078","HSPG2","ATN1"
"14079","HSPG2","FBLN2"
"14080","HSPG2","PDGFB"
"14081","HSPG2","PRELP"
"14082","C1QBP","SRSF9"
"14083","C1QBP","MAPK1"
"14084","C1QBP","HABP4"
"14085","C1QBP","HNRNPD"
"14086","C1QBP","CEBPA"
"14087","C1QBP","MAPK3"
"14088","C1QBP","PRKCD"
"14089","GANAB","PTPRC"
"14090","GANAB","RAP1A"
"14091","HNRNPA1","UBQLN2"
"14092","HNRNPA1","SAFB"
"14093","HNRNPA1","HMGA1"
"14094","HNRNPA1","HIPK3"
"14095","HNRNPA1","TRA2B"
"14096","HNRNPA1","HNRNPH3"
"14097","HNRNPA1","ERG"
"14098","HNRNPA1","KHSRP"
"14099","HNRNPA1","PRMT2"
"14100","IMMT","HNRNPD"
"14101","IMMT","SNAPIN"
"14102","IMMT","CHD3"
"14103","IMMT","EXOSC10"
"14104","IMMT","PFDN1"
"14105","IMMT","ARMCX3"
"14106","IMMT","ASCC2"
"14107","IMMT","HMOX2"
"14108","IMMT","ECSIT"
"14109","IMMT","CDC37"
"14110","IMMT","SRRT"
"14111","IMMT","SDHAF2"
"14112","IMMT","RER1"
"14113","MEF2D","PRMT5"
"14114","MEF2D","MAPK14"
"14115","MEF2D","COPS5"
"14116","MEF2D","HDAC3"
"14117","MEF2D","PRKACA"
"14118","MEF2D","CARM1"
"14119","MEF2D","SP1"
"14120","NDN","NGFR"
"14121","NDN","EPAS1"
"14122","NDN","EID1"
"14123","NDN","NUBP1"
"14124","NDN","IL32"
"14125","NDN","APBB1IP"
"14126","NDN","NUCB2"
"14127","JAK2","PRMT5"
"14128","JAK2","SHC1"
"14129","JAK2","TNFRSF1A"
"14130","JAK2","GTF2I"
"14131","JAK2","LYN"
"14132","JAK2","RAF1"
"14133","JAK2","PIK3R1"
"14134","JAK2","SH2B1"
"14135","JAK2","STAT5B"
"14136","JAK2","PTPN1"
"14137","JAK2","IFNGR2"
"14138","PRMT5","SREBF1"
"14139","PRMT5","SNRPD3"
"14140","PRMT5","POLR2A"
"14141","PRMT5","SUPT5H"
"14142","PRMT5","JAK1"
"14143","PRMT5","SNRNP70"
"14144","PRMT5","ARGLU1"
"14145","PRMT5","LUC7L"
"14146","PRMT5","GTPBP2"
"14147","PRMT5","OLA1"
"14148","PRMT5","COPRS"
"14149","DNAJB6","UBE2N"
"14150","DNAJB6","UBA1"
"14151","SREBF1","MAPK1"
"14152","SREBF1","YY1"
"14153","SREBF1","ID2"
"14154","SREBF1","GSK3B"
"14155","SREBF1","SIRT1"
"14156","SREBF1","MAPK3"
"14157","SREBF1","SP1"
"14158","SREBF1","FBXW7"
"14159","SREBF1","SREBF2"
"14160","SREBF1","KLF13"
"14161","SREBF1","SMARCD3"
"14162","SREBF1","ATXN1L"
"14163","SREBF1","MED15"
"14164","SREBF1","MED25"
"14165","SREBF1","MED24"
"14166","BCR","ABL1"
"14167","BCR","FES"
"14168","BCR","CRKL"
"14169","BCR","PTPN1"
"14170","BCL2","BECN1"
"14171","BCL2","MAPK1"
"14172","BCL2","BAX"
"14173","BCL2","HNRNPD"
"14174","BCL2","PARP1"
"14175","BCL2","SOD1"
"14176","BCL2","FKBP8"
"14177","BCL2","RRAS"
"14178","BCL2","RAF1"
"14179","BCL2","TOMM20"
"14180","BCL2","CASP3"
"14181","BCL2","PSEN1"
"14182","BCL2","CAPN2"
"14183","BCL2","BFAR"
"14184","BECN1","TAB2"
"14185","BECN1","CASP3"
"14186","BECN1","FRS2"
"14187","BECN1","ATG3"
"14188","BECN1","UVRAG"
"14189","NFKB1","MAP3K8"
"14190","NFKB1","RXRA"
"14191","NFKB1","YY1"
"14192","NFKB1","PPARG"
"14193","NFKB1","COPS5"
"14194","NFKB1","COPB2"
"14195","NFKB1","NCOA1"
"14196","NFKB1","GSK3B"
"14197","NFKB1","HDAC5"
"14198","NFKB1","STAT6"
"14199","NFKB1","PARP1"
"14200","NFKB1","SP1"
"14201","NFKB1","NFKB2"
"14202","NFKB1","CEBPB"
"14203","NFKB1","HMGA1"
"14204","NFKB1","SRF"
"14205","NFKB1","TAB2"
"14206","NFKB1","IRF2"
"14207","NFKB1","TRIP4"
"14208","NFKB1","ECSIT"
"14209","NFKB1","IRF8"
"14210","NFKB1","TNIP2"
"14211","NFKB1","PLD3"
"14212","NFKB1","NFKBIZ"
"14213","NFKB1","IRF9"
"14214","NFKB1","MTPN"
"14215","NFKB1","ELF1"
"14216","PTPRC","PXN"
"14217","PTPRC","RNF11"
"14218","PTPRC","LYN"
"14219","PTPRC","TEK"
"14220","PTPRC","MAPK3"
"14221","PTPRC","GHR"
"14222","PTPRC","LGALS1"
"14223","PTPRC","CD4"
"14224","XRCC6","NCF4"
"14225","XRCC6","XRCC5"
"14226","XRCC6","RPLP1"
"14227","XRCC6","CLU"
"14228","XRCC6","COPB1"
"14229","XRCC6","HSF1"
"14230","XRCC6","MDM2"
"14231","XRCC6","CEBPA"
"14232","XRCC6","SIRT1"
"14233","XRCC6","PARP1"
"14234","XRCC6","KAT2B"
"14235","XRCC6","NCL"
"14236","XRCC6","HERPUD1"
"14237","XRCC6","HMGA1"
"14238","XRCC6","ARAP1"
"14239","XRCC6","RPS10"
"14240","XRCC6","RRAS2"
"14241","XRCC6","ATP6V1E1"
"14242","XRCC6","TERF2IP"
"14243","XRCC6","TERF2"
"14244","XRCC6","RASA1"
"14245","XRCC6","SNTA1"
"14246","XRCC6","SPARC"
"14247","XRCC6","WBP4"
"14248","XRCC6","NIT1"
"14249","XRCC6","BAZ1A"
"14250","XRCC6","EID1"
"14251","XRCC6","EFNA1"
"14252","XRCC6","SDHC"
"14253","XRCC6","TBCD"
"14254","XRCC6","PGAM1"
"14255","XRCC6","PECAM1"
"14256","NCF4","MSN"
"14257","XRCC5","HSPB1"
"14258","XRCC5","HSF1"
"14259","XRCC5","CEBPA"
"14260","XRCC5","POLR2A"
"14261","XRCC5","PARP1"
"14262","XRCC5","BAZ1A"
"14263","XRCC5","APEX1"
"14264","DHDDS","LOX"
"14265","DHDDS","NPC2"
"14266","DHDDS","MT-ND1"
"14267","LOX","RAF1"
"14268","LOX","ELN"
"14269","YBX1","SRSF9"
"14270","YBX1","MAPK1"
"14271","YBX1","HABP4"
"14272","YBX1","HNRNPD"
"14273","YBX1","GSK3B"
"14274","YBX1","HIST1H1C"
"14275","YBX1","RPS6KA3"
"14276","YBX1","HLA-C"
"14277","YBX1","IRF1"
"14278","YBX1","RBBP6"
"14279","YBX1","ACTA2"
"14280","YBX1","IREB2"
"14281","SRSF9","HABP4"
"14282","SRSF9","TRA2B"
"14283","SRSF9","FUS"
"14284","SRSF9","DUSP11"
"14285","MBD1","SP1"
"14286","MBD1","ATXN1L"
"14287","ANP32A","MAP1B"
"14288","ANP32A","PPARG"
"14289","ANP32A","THRB"
"14290","MAP1B","RASSF1"
"14291","NOV","IGF1"
"14292","NOV","ITGAV"
"14293","NOV","FBLN1"
"14294","NOV","ADSL"
"14295","PPP1R15A","HABP4"
"14296","PPP1R15A","BCAR1"
"14297","PPP1R15A","LYN"
"14298","PPP1R15A","TSN"
"14299","PPP1R15A","CUEDC2"
"14300","PPP1R15A","PPP1R1A"
"14301","PFN1","TLE1"
"14302","PFN1","NCK1"
"14303","PFN1","ENAH"
"14304","NGFR","UFD1L"
"14305","NGFR","ANXA7"
"14306","NGFR","FSCN1"
"14307","NGFR","CAV1"
"14308","NGFR","RPN2"
"14309","NGFR","BFAR"
"14310","EPB41L1","HSPB1"
"14311","EPB41L1","STARD13"
"14312","MAP3K8","STIP1"
"14313","MAP3K8","TNIP2"
"14314","ETS1","ETS2"
"14315","ETS1","MAF"
"14316","ETS1","RFWD2"
"14317","ETS1","JUN"
"14318","ETS1","NCL"
"14319","ETS1","SP1"
"14320","ETS1","APLP2"
"14321","ETS1","TDP2"
"14322","ETS1","RPL13A"
"14323","ETS1","RBBP6"
"14324","AKT2","GSK3B"
"14325","AKT2","PLEKHO1"
"14326","AKT2","CASP3"
"14327","AKT2","NAMPT"
"14328","AKT2","TMED2"
"14329","AKT2","CCL14"
"14330","AKT2","POFUT1"
"14331","AKT2","STEAP4"
"14332","ETS2","RFWD2"
"14333","ETS2","JUN"
"14334","ETS2","ERG"
"14335","CTTN","CD2AP"
"14336","CTTN","DNM2"
"14337","CTTN","CHD3"
"14338","CTTN","SIRT1"
"14339","CTTN","HDAC6"
"14340","CTTN","CASP3"
"14341","CTTN","ACTR3"
"14342","CTTN","ASAP1"
"14343","CTTN","ACTR2"
"14344","SKI","TGFBR1"
"14345","SKI","TRIM28"
"14346","SKI","SMAD1"
"14347","SKI","HIPK2"
"14348","SKI","NCOR1"
"14349","SKI","SMAD2"
"14350","NRAS","DNAJB1"
"14351","NRAS","RPS20"
"14352","PPP4C","TRIM28"
"14353","PPP4C","HDAC3"
"14354","PPP4C","JUN"
"14355","PPP4C","TIPRL"
"14356","PPP4C","IGBP1"
"14357","PPP4C","PPP4R2"
"14358","FLT1","SHC1"
"14359","FLT1","VEGFA"
"14360","SHC1","PTPN12"
"14361","SHC1","MAPKAPK2"
"14362","SHC1","LYN"
"14363","SHC1","PRKCD"
"14364","SHC1","LRP1"
"14365","SHC1","GHR"
"14366","SHC1","DDR1"
"14367","SHC1","HMOX2"
"14368","SHC1","IL4R"
"14369","SHC1","PIK3R1"
"14370","SHC1","DAG1"
"14371","SHC1","NTRK2"
"14372","SHC1","CSF3R"
"14373","SHC1","NTRK3"
"14374","SHC1","OSGEP"
"14375","SHC1","CDH5"
"14376","SHC1","C11orf58"
"14377","SHC1","AP2A2"
"14378","SHC1","DDR2"
"14379","MYO1C","KHDRBS1"
"14380","MYO1C","PTEN"
"14381","RHOB","DIAPH1"
"14382","RHOB","DAAM1"
"14383","PAM","TSC2"
"14384","LSM8","UPF1"
"14385","LSM8","GTF2I"
"14386","LSM8","TALDO1"
"14387","LSM8","KCTD3"
"14388","LSM8","EXOSC10"
"14389","LSM8","ITSN2"
"14390","LSM8","EFTUD2"
"14391","LSM8","SNRNP200"
"14392","LSM8","RBM5"
"14393","LSM8","PHF11"
"14394","LSM8","MPRIP"
"14395","LSM8","PGD"
"14396","LSM8","BCKDK"
"14397","LSM8","FERMT3"
"14398","LSM8","ECHDC2"
"14399","LSM8","PDCD2"
"14400","LSM8","RPL24"
"14401","SNX17","HRAS"
"14402","SNX17","LRP1"
"14403","SNX17","LDLR"
"14404","SNX17","VLDLR"
"14405","DLG1","ADAM17"
"14406","DLG1","KHDRBS1"
"14407","DLG1","EZR"
"14408","DLG1","ASAP1"
"14409","DLG1","NET1"
"14410","DLG1","TJAP1"
"14411","DLG1","ATP2B4"
"14412","PFN2","DLST"
"14413","PFN2","IVNS1ABP"
"14414","PFN2","RPS10"
"14415","PFN2","PLAUR"
"14416","PFN2","SNTA1"
"14417","PFN2","NDUFB8"
"14418","PTPRB","MAPK1"
"14419","PTPRB","PXN"
"14420","PTPRB","TEK"
"14421","PTPRB","MAPK3"
"14422","PTPRB","GHR"
"14423","PTPRB","CDH5"
"14424","PRKAR1A","AKAP1"
"14425","PRKAR1A","PRKACA"
"14426","PRKAR1A","SETD7"
"14427","PRKAR1A","PJA2"
"14428","PRKAR1A","WNK1"
"14429","PRKAR1A","SMAD2"
"14430","PRKAR1A","RAF1"
"14431","AKAP1","PRKAR2A"
"14432","TMF1","KAT2B"
"14433","TMF1","ITSN2"
"14434","MAPK1","RXRA"
"14435","MAPK1","TNFRSF1A"
"14436","MAPK1","UBTF"
"14437","MAPK1","NCOA3"
"14438","MAPK1","MAPK14"
"14439","MAPK1","ID2"
"14440","MAPK1","MAPKAPK2"
"14441","MAPK1","IFI35"
"14442","MAPK1","ADAM17"
"14443","MAPK1","ENAH"
"14444","MAPK1","GSK3B"
"14445","MAPK1","HSF1"
"14446","MAPK1","JUN"
"14447","MAPK1","MYC"
"14448","MAPK1","SMAD1"
"14449","MAPK1","GAPDH"
"14450","MAPK1","HDAC6"
"14451","MAPK1","SP1"
"14452","MAPK1","TSC2"
"14453","MAPK1","SREBF2"
"14454","MAPK1","MKNK1"
"14455","MAPK1","MKNK2"
"14456","MAPK1","TPR"
"14457","MAPK1","NUP153"
"14458","MAPK1","PEA15"
"14459","MAPK1","RPS6KA3"
"14460","MAPK1","CEBPB"
"14461","MAPK1","RAF1"
"14462","MAPK1","ELK1"
"14463","MAPK1","UBR5"
"14464","MAPK1","COPS6"
"14465","MAPK1","ATP1A1"
"14466","MAPK1","TOB1"
"14467","MAPK1","TNKS2"
"14468","MAPK1","CAPN2"
"14469","MAPK1","DUSP6"
"14470","MAPK1","FOXO3"
"14471","MAPK1","PPM1A"
"14472","MAPK1","YBX3"
"14473","MAPK1","TNIP2"
"14474","MAPK1","CACYBP"
"14475","MAPK1","DUSP3"
"14476","MAPK1","CUEDC2"
"14477","MAPK1","DUSP1"
"14478","MAPK1","CTSD"
"14479","MAPK1","PEBP1"
"14480","MAPK1","MTPN"
"14481","MAPK1","IER3"
"14482","MAPK1","PPP2R5C"
"14483","MAPK1","TIAL1"
"14484","HABP4","CHD3"
"14485","NSMAF","TNFRSF1A"
"14486","MAF","MAFB"
"14487","RHOG","MAP3K11"
"14488","CD2AP","HBP1"
"14489","CD2AP","BCAR1"
"14490","CD2AP","KHDRBS1"
"14491","CD2AP","PTGES3"
"14492","CD2AP","CAPZA1"
"14493","RABEP1","RAB5A"
"14494","RABEP1","ITSN1"
"14495","RABEP1","RAB1A"
"14496","RABEP1","ITSN2"
"14497","RAB5A","ITSN1"
"14498","RAB5A","TBC1D17"
"14499","RAB5A","GDI2"
"14500","RAB5A","SGSM3"
"14501","RAB5B","TBC1D17"
"14502","RAB5B","REEP5"
"14503","RAB5B","SGSM3"
"14504","RAP1A","BIN1"
"14505","RAP1A","RAPGEF2"
"14506","RAP1A","RAF1"
"14507","RAP1A","RAPGEF5"
"14508","RALA","HRAS"
"14509","RALA","HSPB1"
"14510","RALA","USP33"
"14511","RALA","RAB34"
"14512","HBP1","RBL2"
"14513","HBP1","MYC"
"14514","HBP1","SMAD1"
"14515","HBP1","RB1CC1"
"14516","HBP1","TMEM37"
"14517","TRAP1","TNFRSF1A"
"14518","TRAP1","EXT2"
"14519","TRAP1","EXT1"
"14520","RBL2","DCTN1"
"14521","RBL2","USP4"
"14522","RBL2","E2F4"
"14523","RBL2","PHB"
"14524","RBL2","RAF1"
"14525","RBL2","TOP1"
"14526","RBL2","XBP1"
"14527","RXRA","NCOA3"
"14528","RXRA","NCOA4"
"14529","RXRA","NCOR2"
"14530","RXRA","PPARG"
"14531","RXRA","THRB"
"14532","RXRA","NCOA1"
"14533","RXRA","HDAC3"
"14534","RXRA","GSK3B"
"14535","RXRA","MAPK3"
"14536","RXRA","NCOR1"
"14537","RXRA","SP1"
"14538","RXRA","SMAD2"
"14539","RXRA","SRF"
"14540","RXRA","CSNK2B"
"14541","RXRA","TRIP4"
"14542","RXRA","FUS"
"14543","RXRA","SMARCD3"
"14544","RXRA","CNOT1"
"14545","RXRA","ACVR1B"
"14546","RXRA","MED25"
"14547","RXRA","MED24"
"14548","RXRA","ROBO4"
"14549","RXRA","JAZF1"
"14550","RPLP1","RPLP2"
"14551","RPLP1","GSK3B"
"14552","RPLP1","CLIC1"
"14553","RPLP1","PFDN1"
"14554","RPLP1","PPP2CB"
"14555","RPLP1","PTN"
"14556","RPLP1","ASCC2"
"14557","RPLP1","ATP5J2"
"14558","RPLP1","TUBB2A"
"14559","RPLP1","C11orf58"
"14560","RPLP1","MPC2"
"14561","RPLP2","PTEN"
"14562","CYTH1","ARF6"
"14563","CYTH1","ITSN1"
"14564","CYTH1","GNAQ"
"14565","CYTH1","ARFRP1"
"14566","CLU","TGFBR2"
"14567","CLU","TGFBR1"
"14568","CLU","MDM2"
"14569","CLU","SYVN1"
"14570","CLU","PRNP"
"14571","CLU","ELN"
"14572","CLU","C7"
"14573","CLU","LYZ"
"14574","TGFBR2","TGFBR1"
"14575","TGFBR2","HSP90AA1"
"14576","TGFBR2","NRP1"
"14577","TGFBR2","ENG"
"14578","SIVA1","RHOU"
"14579","SIVA1","CD4"
"14580","TGFBR1","RANBP9"
"14581","TGFBR1","BMPR2"
"14582","TGFBR1","USP4"
"14583","TGFBR1","HSP90AA1"
"14584","TGFBR1","SMAD2"
"14585","TGFBR1","PPP2R2A"
"14586","TGFBR1","MYOC"
"14587","TGFBR1","NRP1"
"14588","TGFBR1","CD44"
"14589","TGFBR1","ENG"
"14590","YY1","HDAC3"
"14591","YY1","MDM2"
"14592","YY1","MYC"
"14593","YY1","SMAD1"
"14594","YY1","MTA2"
"14595","YY1","KAT2B"
"14596","YY1","SP1"
"14597","YY1","SMAD2"
"14598","YY1","RAF1"
"14599","YY1","CRKL"
"14600","YY1","TESK1"
"14601","YY1","ATF6"
"14602","YY1","BAP1"
"14603","YY1","TWIST1"
"14604","YY1","ACTL6A"
"14605","YY1","FKBP3"
"14606","YY1","SLC39A7"
"14607","CEBPZ","GSK3B"
"14608","CEBPZ","STAT6"
"14609","CEBPZ","HMOX2"
"14610","ABL1","XPO1"
"14611","ABL1","NCOA3"
"14612","ABL1","SORBS1"
"14613","ABL1","BCAR1"
"14614","ABL1","RAPGEF1"
"14615","ABL1","NCK1"
"14616","ABL1","YAP1"
"14617","ABL1","GRB10"
"14618","ABL1","ABI1"
"14619","ABL1","MDM2"
"14620","ABL1","JUN"
"14621","ABL1","HIPK2"
"14622","ABL1","PSMA7"
"14623","ABL1","PRDX1"
"14624","ABL1","JAK1"
"14625","ABL1","TOP1"
"14626","ABL1","SPTAN1"
"14627","ABL1","GTF2F1"
"14628","ABL1","PIK3R1"
"14629","ABL1","CRKL"
"14630","ABL1","PTPN1"
"14631","ABL1","LATS2"
"14632","ABL1","WRNIP1"
"14633","ABL1","CAT"
"14634","ABL1","TLN2"
"14635","ABL1","MED25"
"14636","ABL1","ST5"
"14637","ABL1","GPX1"
"14638","ABL1","SHE"
"14639","HRAS","RASSF1"
"14640","HRAS","SOS1"
"14641","HRAS","RAPGEF2"
"14642","HRAS","CAV1"
"14643","HRAS","RAF1"
"14644","HRAS","PIK3R1"
"14645","HRAS","RASA1"
"14646","HRAS","CXCL1"
"14647","HRAS","SHOC2"
"14648","HRAS","RGL1"
"14649","HRAS","RASIP1"
"14650","FES","TRIM28"
"14651","FES","ABI1"
"14652","FES","HSP90AA1"
"14653","FES","EZR"
"14654","FES","PTGES3"
"14655","FES","FKBP4"
"14656","FES","FKBP5"
"14657","TNFRSF1A","ADAM17"
"14658","TNFRSF1A","PRKCD"
"14659","TNFRSF1A","JAK1"
"14660","TNFRSF1A","MYOC"
"14661","TNFRSF1A","ATF6"
"14662","TNFRSF1A","TRPC4AP"
"14663","TNFRSF1A","TNFSF13"
"14664","ITGA1","BIN1"
"14665","ITGA1","SHARPIN"
"14666","ITGA1","TLN1"
"14667","ITGA1","AUP1"
"14668","BIN1","DNM2"
"14669","BIN1","MYC"
"14670","BIN1","SOS1"
"14671","BIN1","CLIP1"
"14672","BIN1","AP2A1"
"14673","BIN1","ITGA6"
"14674","BIN1","SOS2"
"14675","BIN1","DLGAP4"
"14676","TRIM28","RNF4"
"14677","TRIM28","MAPKAPK2"
"14678","TRIM28","UBE2D2"
"14679","TRIM28","UBE2L3"
"14680","TRIM28","CHD3"
"14681","TRIM28","LYN"
"14682","TRIM28","UBE2N"
"14683","TRIM28","SIRT1"
"14684","TRIM28","UBE2E1"
"14685","TRIM28","CEBPB"
"14686","TRIM28","IRF1"
"14687","TRIM28","NR4A3"
"14688","TRIM28","SERTAD2"
"14689","COG5","COG4"
"14690","TRIO","ITSN2"
"14691","TRIO","EXOC1"
"14692","RANBP9","NCOR2"
"14693","RANBP9","THRB"
"14694","RANBP9","COPS5"
"14695","RANBP9","PRKACA"
"14696","RANBP9","HIPK2"
"14697","RANBP9","WNK1"
"14698","RANBP9","SMAD2"
"14699","RANBP9","RAF1"
"14700","RANBP9","AXL"
"14701","RANBP9","USP11"
"14702","RANBP9","MPHOSPH8"
"14703","SFPQ","PPARG"
"14704","SFPQ","STAT6"
"14705","SFPQ","ERG"
"14706","SFPQ","WBP4"
"14707","SFPQ","SMAD5"
"14708","SFPQ","HN1"
"14709","ID1","COPB1"
"14710","ID1","PSMD4"
"14711","ID1","CAV1"
"14712","LRPPRC","FOXO1"
"14713","UBQLN2","PSMD4"
"14714","UBQLN2","RNF11"
"14715","UBQLN2","HNRNPU"
"14716","UBQLN2","C1QA"
"14717","UBQLN2","CD93"
"14718","UBQLN2","HNRNPA3"
"14719","UBQLN2","PSMA2"
"14720","UBQLN2","FAF2"
"14721","RAB9A","GDI2"
"14722","XPO1","PXN"
"14723","XPO1","RANBP1"
"14724","XPO1","HSPB1"
"14725","XPO1","NUP153"
"14726","XPO1","E2F4"
"14727","XPO1","SNUPN"
"14728","XPO1","TERF2IP"
"14729","XPO1","ADAR"
"14730","XPO1","NMD3"
"14731","XPO1","RCN2"
"14732","XPO1","SIRT2"
"14733","XPO1","NUCB2"
"14734","XPO1","SERTAD2"
"14735","XPO1","SERPINB1"
"14736","DTNA","UTRN"
"14737","DTNA","SNTA1"
"14738","DTNA","SYNM"
"14739","F8","LRP1"
"14740","F8","VWF"
"14741","F8","PROS1"
"14742","FXR1","HSPB1"
"14743","FXR1","GBP2"
"14744","FXR1","PRSS23"
"14745","MSN","SLC9A3R1"
"14746","MSN","EZR"
"14747","MSN","SELL"
"14748","MSN","CD44"
"14749","MSN","ICAM3"
"14750","MSN","VCAM1"
"14751","MSN","ICAM2"
"14752","COPS3","DDB1"
"14753","COPS3","CSNK2B"
"14754","COPS3","COPS2"
"14755","COPS3","GPS1"
"14756","MPDZ","PLEKHA1"
"14757","MPDZ","PLEKHA2"
"14758","UBTF","MDM2"
"14759","UBTF","MAPK3"
"14760","UBTF","POLR1E"
"14761","NCOA3","MAPK14"
"14762","NCOA3","NCOR2"
"14763","NCOA3","PPARG"
"14764","NCOA3","THRB"
"14765","NCOA3","GSK3B"
"14766","NCOA3","CARM1"
"14767","NCOA3","NCOR1"
"14768","NCOA3","KAT2B"
"14769","NCOA3","ESRRA"
"14770","NCOA3","DDX5"
"14771","NCOA3","SPOP"
"14772","NCOA3","PSMB9"
"14773","NCOA3","BRE"
"14774","NCOA3","MKL1"
"14775","NCOA3","DCTN6"
"14776","NCOA3","MKL2"
"14777","RNF4","UBE2D2"
"14778","RNF4","UBE2N"
"14779","RNF4","UBE2E1"
"14780","RNF4","PARP1"
"14781","RNF4","SP1"
"14782","RNF4","TERF2"
"14783","RNF4","UBA1"
"14784","NCOA4","PPARG"
"14785","NCOA4","KAT2B"
"14786","NCOA4","ATXN2"
"14787","SORBS1","INPPL1"
"14788","SORBS1","KHDRBS1"
"14789","SORBS1","FRS2"
"14790","SORBS1","FLOT1"
"14791","SORBS1","RPL4"
"14792","SORBS1","MAP4K3"
"14793","SORBS1","PILRA"
"14794","SORBS1","SLC10A3"
"14795","BAX","YWHAB"
"14796","BAX","VDAC1"
"14797","BAX","IRF3"
"14798","ABCA1","PRPF8"
"14799","ABCA1","TGM2"
"14800","ABCA1","SDHB"
"14801","ABCA1","ATXN10"
"14802","ABCA1","AOX1"
"14803","DAB2","ITSN1"
"14804","DAB2","JUN"
"14805","DAB2","PRKCD"
"14806","DAB2","APLP2"
"14807","DAB2","LRP1"
"14808","DAB2","SMAD2"
"14809","DAB2","LDLR"
"14810","DAB2","ATXN1L"
"14811","DAB2","FCHO2"
"14812","DAB2","DAB2IP"
"14813","DAB2","FGR"
"14814","PTPN12","PXN"
"14815","PTPN12","BCAR1"
"14816","PTPN12","PTK2B"
"14817","PTPN12","TEK"
"14818","PTPN12","GHR"
"14819","PTPN12","UTRN"
"14820","PTPN12","SMAD5"
"14821","PXN","NCK1"
"14822","PXN","PTK2B"
"14823","PXN","TUBG1"
"14824","PXN","HDAC6"
"14825","PXN","CRKL"
"14826","PXN","TLN1"
"14827","PXN","GIT2"
"14828","PXN","RHOU"
"14829","PXN","GART"
"14830","PXN","ASAP1"
"14831","PXN","PTPRG"
"14832","PXN","CREB3L2"
"14833","AP1B1","NTRK2"
"14834","AP1B1","CLINT1"
"14835","PPP1R9B","ADRA2A"
"14836","RPL5","MDM2"
"14837","RPL5","CSNK2B"
"14838","TLE1","GSK3B"
"14839","TLE1","RUNX1"
"14840","TLE1","SIRT1"
"14841","TLE1","RNF10"
"14842","TLE1","HIPK2"
"14843","TLE1","ATN1"
"14844","TLE1","ANXA7"
"14845","TLE1","HES1"
"14846","TLE1","CSNK2B"
"14847","TLE1","EIF2S2"
"14848","TLE1","FUBP1"
"14849","TLE1","MPHOSPH6"
"14850","TLE1","APH1A"
"14851","TLE1","BTBD2"
"14852","TLE1","PSMD11"
"14853","TLE1","HSPE1"
"14854","TLE1","PEX2"
"14855","TLE1","CCL18"
"14856","TLE1","HLA-DQA1"
"14857","TLE1","TLE2"
"14858","FASN","PTEN"
"14859","UPF1","CSNK2B"
"14860","UPF1","ACSS2"
"14861","UPF1","GNPTG"
"14862","PKN2","NCK1"
"14863","PKN2","HDAC5"
"14864","PKN2","CHGB"
"14865","PKN2","MYO9B"
"14866","ZNHIT3","PPARG"
"14867","IARS","GARS"
"14868","IARS","EPRS"
"14869","GARS","HSPB1"
"14870","MAPK14","MAPKAPK2"
"14871","MAPK14","COPS5"
"14872","MAPK14","SNAPIN"
"14873","MAPK14","MAPK11"
"14874","MAPK14","HDAC3"
"14875","MAPK14","EPS15"
"14876","MAPK14","JUN"
"14877","MAPK14","RPL41"
"14878","MAPK14","MAPK3"
"14879","MAPK14","MEF2A"
"14880","MAPK14","KAT2B"
"14881","MAPK14","SPTBN1"
"14882","MAPK14","MKNK1"
"14883","MAPK14","MEF2C"
"14884","MAPK14","MKNK2"
"14885","MAPK14","SRSF5"
"14886","MAPK14","MAP2K3"
"14887","MAPK14","YY1AP1"
"14888","MAPK14","SMARCD3"
"14889","MAPK14","CD4"
"14890","MAPK14","PPM1A"
"14891","MAPK14","RPL22"
"14892","MAPK14","MAPKAPK3"
"14893","MAPK14","ZFP36L1"
"14894","MAPK14","DUSP1"
"14895","MAPK14","DUSP4"
"14896","BCAR1","RAPGEF1"
"14897","BCAR1","NCK1"
"14898","BCAR1","INPPL1"
"14899","BCAR1","PTK2B"
"14900","BCAR1","PIK3R1"
"14901","BCAR1","CRKL"
"14902","BCAR1","PTPN1"
"14903","BCAR1","DOCK1"
"14904","RAPGEF1","CRKL"
"14905","RAPGEF1","SLC20A1"
"14906","PSMB5","PSMB6"
"14907","PSMB5","POMP"
"14908","PSMB5","PSMB7"
"14909","PSMB5","PSMA2"
"14910","FLII","DLST"
"14911","ID2","MAPK3"
"14912","ID2","DYRK1A"
"14913","ID2","RHOU"
"14914","ID2","TSTA3"
"14915","ARF6","ITSN1"
"14916","ARF6","FBXO8"
"14917","ARF6","SPAG9"
"14918","ARF6","AP3S2"
"14919","ARF6","AP3B1"
"14920","ARF6","IQSEC1"
"14921","NCK1","MINK1"
"14922","NCK1","KHDRBS1"
"14923","NCK1","ABI1"
"14924","NCK1","SOS1"
"14925","NCK1","RRAS"
"14926","NCK1","EIF2S2"
"14927","NCK1","DAG1"
"14928","NCK1","RASA1"
"14929","NCK1","ASAP1"
"14930","NCK1","UBA52"
"14931","NCK1","SYNPO"
"14932","NCK1","CAV2"
"14933","NCK1","MAP4K4"
"14934","MINK1","HSF1"
"14935","YAP1","SLC9A3R1"
"14936","YAP1","SLC9A3R2"
"14937","YAP1","RUNX1"
