"","from","to"
"9304","CDK16","S100A10"
"9305","CDK16","CCNY"
"9306","SRI","NRAS"
"9307","SRI","ANXA7"
"9308","SRI","ALG2"
"9309","SRI","SMAD2"
"9310","COTL1","TERF2IP"
"9311","PDGFRA","PDGFRB"
"9312","PDGFRA","PKM"
"9313","PDGFRA","EGFR"
"9314","PDGFRA","PLCG1"
"9315","PDGFRA","TGFBR2"
"9316","PDGFRA","SLC9A3R1"
"9317","PDGFRA","CAV1"
"9318","PDGFRA","PDGFB"
"9319","PDGFRB","PTPN11"
"9320","PDGFRB","PLCG1"
"9321","PDGFRB","PTPRC"
"9322","PDGFRB","PTPRB"
"9323","PDGFRB","PTPN12"
"9324","PDGFRB","SLC9A3R1"
"9325","PDGFRB","SLC9A3R2"
"9326","PDGFRB","CAV1"
"9327","PDGFRB","RAF1"
"9328","PDGFRB","PTEN"
"9329","PDGFRB","PIK3R1"
"9330","PDGFRB","PTPN1"
"9331","PDGFRB","PDGFB"
"9332","PDGFRB","PTPRG"
"9333","SERPINF1","PNPLA2"
"9334","SERPINF1","MYOC"
"9335","PER1","FBXW11"
"9336","PER1","CSNK2B"
"9337","VBP1","XRCC6"
"9338","VBP1","MKNK2"
"9339","PFDN5","TRIM28"
"9340","PFDN5","ITSN1"
"9341","PFDN5","MYC"
"9342","PFKFB1","APP"
"9343","PFKFB1","PRKACA"
"9344","PFKFB1","MAPK3"
"9345","PDLIM7","WWP2"
"9346","PDLIM7","IQGAP1"
"9347","PDLIM7","PSMF1"
"9348","PDLIM7","TP53"
"9349","PDLIM7","ZMYND11"
"9350","PDLIM7","HNRNPD"
"9351","PDLIM7","COPS5"
"9352","PDLIM7","MDM2"
"9353","PDLIM7","SH3BP2"
"9354","PDLIM7","BSG"
"9355","PDLIM7","TPM2"
"9356","PHYH","APP"
"9357","PHYH","F8"
"9358","PHYH","FKBP4"
"9359","SERPINE2","PLAU"
"9360","ZBTB1","UBC"
"9361","ZBTB1","LZTR1"
"9362","ZBTB1","NDN"
"9363","PRRC1","APP"
"9364","PKM","MAPKAPK5"
"9365","PKM","MAP2K1"
"9366","PKM","MAP2K2"
"9367","PKM","PTK2"
"9368","PKM","SOCS3"
"9369","PKM","RAP1B"
"9370","PKM","RELA"
"9371","PKM","THRA"
"9372","PKM","YWHAQ"
"9373","PKM","TINF2"
"9374","PKM","APP"
"9375","PKM","EGFR"
"9376","PKM","KDR"
"9377","PKM","FGFR1"
"9378","PKM","MEF2D"
"9379","PKM","JAK2"
"9380","PKM","FLT1"
"9381","PKM","RXRA"
"9382","PKM","CYTH1"
"9383","PKM","ABL1"
"9384","PKM","BIN1"
"9385","PKM","MAPKAPK2"
"9386","PKM","HSF1"
"9387","PKM","MDM2"
"9388","PKM","TEK"
"9389","PKM","MERTK"
"9390","PKM","MAPK3"
"9391","PKM","MEF2A"
"9392","PKM","RPS6KA2"
"9393","PKM","ANXA7"
"9394","PKM","RPS6KA3"
"9395","PKM","RAF1"
"9396","PKM","PTEN"
"9397","PKM","MAP3K11"
"9398","PKM","NTRK2"
"9399","PKM","MYOC"
"9400","PKM","NTRK3"
"9401","PKM","IL1B"
"9402","PKM","NFIC"
"9403","PKM","CSF1R"
"9404","PKM","MAPKAPK3"
"9405","PKM","R3HDM2"
"9406","PKM","GSK3A"
"9407","PKM","CAMKK2"
"9408","PKM","DIXDC1"
"9409","PKM","H3F3A"
"9410","PKM","PAPOLA"
"9411","PKM","PEPD"
"9412","PKM","PCIF1"
"9413","PKM","AKT3"
"9414","PKM","TAOK2"
"9415","PKM","EIF4G3"
"9416","PKM","ZFAND5"
"9417","PKM","EPHB4"
"9418","PKM","SLC50A1"
"9419","PLP2","VKORC1"
"9420","RGS3","APP"
"9421","PMM1","RAB6A"
"9422","RAB6A","RAB7A"
"9423","RAB6A","DCTN1"
"9424","RAB6A","RABGAP1"
"9425","RAB6A","BICD2"
"9426","POLR2J","SATB1"
"9427","POLR2J","AATF"
"9428","POLR2J","POLR2A"
"9429","POLR2J","POLR2C"
"9430","POLR2J","CD14"
"9431","POLR2J","POLR2K"
"9432","PPARD","RXRB"
"9433","PPARD","SHMT2"
"9434","PPARD","HDAC1"
"9435","PPARD","RXRA"
"9436","PPARD","RANBP9"
"9437","PPARD","NCOA3"
"9438","PPARD","NCOR2"
"9439","PPARD","NCOA1"
"9440","PPARD","HDAC3"
"9441","PPARD","NCOR1"
"9442","PPARD","HSP90AA1"
"9443","PPARD","PRDX6"
"9444","PPIA","APP"
"9445","PPIA","RB1"
"9446","PPIA","YY1"
"9447","PPIA","USP4"
"9448","PPIA","NOTCH3"
"9449","PPIA","S100A8"
"9450","PPIA","PRSS23"
"9451","PPIA","CD99"
"9452","PPIB","PEX19"
"9453","PPIB","MDM2"
"9454","PPIB","VKORC1"
"9455","PPIB","PDIA4"
"9456","PEX19","PXMP2"
"9457","PEX19","F11R"
"9458","PEX19","SMAD2"
"9459","PEX19","IRF3"
"9460","PEX19","ABCD3"
"9461","PEX19","PEX14"
"9462","PEX19","EIF1B"
"9463","PEX19","ABCD2"
"9464","PEX19","PEX2"
"9465","PEX19","PEX11A"
"9466","PPIC","UBAP1"
"9467","UBAP1","UBC"
"9468","UBAP1","ITGA5"
"9469","PPID","S100A6"
"9470","PPID","S100A1"
"9471","PPID","APP"
"9472","PPID","BCL2"
"9473","PPID","XRCC6"
"9474","PPID","FES"
"9475","PPID","HSF1"
"9476","PPID","RPS3"
"9477","PPID","HSP90AA1"
"9478","PPID","CSNK2B"
"9479","VIM","PSME1"
"9480","VIM","RPA1"
"9481","VIM","SH3GL1"
"9482","VIM","SUMO3"
"9483","VIM","SUMO2"
"9484","VIM","RABAC1"
"9485","VIM","UROD"
"9486","VIM","TSC22D1"
"9487","VIM","KIAA0408"
"9488","VIM","MRPL44"
"9489","VIM","YWHAQ"
"9490","VIM","PPHLN1"
"9491","VIM","SERBP1"
"9492","VIM","APP"
"9493","VIM","CAPN1"
"9494","VIM","YWHAZ"
"9495","VIM","TXN"
"9496","VIM","GADD45A"
"9497","VIM","HABP4"
"9498","VIM","TRIM28"
"9499","VIM","GSK3B"
"9500","VIM","HSPB1"
"9501","VIM","CHD3"
"9502","VIM","ZHX1"
"9503","VIM","ATN1"
"9504","VIM","ANXA7"
"9505","VIM","TAB2"
"9506","VIM","FUBP1"
"9507","VIM","IVNS1ABP"
"9508","VIM","TRIOBP"
"9509","VIM","TNFRSF14"
"9510","VIM","PLA2G2A"
"9511","VIM","CASP3"
"9512","VIM","PDLIM1"
"9513","VIM","FABP4"
"9514","VIM","SRRT"
"9515","VIM","PSMD7"
"9516","VIM","MAN2A2"
"9517","VIM","PLEC"
"9518","PPP1CA","CD2BP2"
"9519","PPP1CA","PPP1R8"
"9520","PPP1CA","UBE2Z"
"9521","PPP1CA","STAU1"
"9522","PPP1CA","TOX4"
"9523","PPP1CA","ZBTB38"
"9524","PPP1CA","TP53"
"9525","PPP1CA","SMARCB1"
"9526","PPP1CA","RB1"
"9527","PPP1CA","CLTC"
"9528","PPP1CA","PPP1R15A"
"9529","PPP1CA","MAPK1"
"9530","PPP1CA","TRIM28"
"9531","PPP1CA","RANBP9"
"9532","PPP1CA","SFPQ"
"9533","PPP1CA","PPP1R9B"
"9534","PPP1CA","DCTN1"
"9535","PPP1CA","MAPK3"
"9536","PPP1CA","POLR2A"
"9537","PPP1CA","TSC2"
"9538","PPP1CA","WNK1"
"9539","PPP1CA","CAV1"
"9540","PPP1CA","CSNK2B"
"9541","PPP1CA","PPP1R10"
"9542","PPP1CA","C1QA"
"9543","PPP1CA","WWTR1"
"9544","PPP1CA","FKBP15"
"9545","PPP1CA","GLTSCR2"
"9546","PPP1CA","TUSC3"
"9547","PPP1CA","NIFK"
"9548","PPP1CA","RBM26"
"9549","PPP1CA","WDR82"
"9550","PPP1CA","MPHOSPH10"
"9551","PPP1CA","TOR1AIP1"
"9552","PPP1CA","IBTK"
"9553","PPP1CA","PPP1R15B"
"9554","PPP1CA","PCIF1"
"9555","PPP1CA","MAP4K4"
"9556","PPP1CA","PPP1R2"
"9557","PPP1CA","SYTL2"
"9558","PPP1CA","SFRP1"
"9559","PPP1CA","TRPC4AP"
"9560","PPP1CA","KANK1"
"9561","PPP1CA","CNP"
"9562","PPP1CA","KCTD20"
"9563","PPP1CA","PREX1"
"9564","PPP1CA","PPP1R3B"
"9565","PPP1CA","MYO1D"
"9566","PPP1CA","KIAA0430"
"9567","PPP1CA","FARP1"
"9568","PPP1CA","TMEM132C"
"9569","PPP1CA","ZCCHC9"
"9570","PPP1CB","SMARCB1"
"9571","PPP1CB","TRIM28"
"9572","PPP1CB","PPP1R9B"
"9573","PPP1CB","CSNK2B"
"9574","PPP1CB","PPP1R12B"
"9575","PPP1CC","CD2BP2"
"9576","PPP1CC","PPP1R8"
"9577","PPP1CC","ASH2L"
"9578","PPP1CC","STAU1"
"9579","PPP1CC","NRBP1"
"9580","PPP1CC","FXYD6"
"9581","PPP1CC","SMARCB1"
"9582","PPP1CC","APP"
"9583","PPP1CC","CLTC"
"9584","PPP1CC","JAK2"
"9585","PPP1CC","RANBP9"
"9586","PPP1CC","PPP1R9B"
"9587","PPP1CC","BMPR2"
"9588","PPP1CC","COPS5"
"9589","PPP1CC","HDAC6"
"9590","PPP1CC","FBXW11"
"9591","PPP1CC","CSNK2B"
"9592","PPP1CC","SGCE"
"9593","PPP1CC","RPL7"
"9594","PPP1CC","C1QA"
"9595","PPP1CC","CYFIP1"
"9596","PPP1CC","CSNK1A1"
"9597","PPP1CC","TRA2A"
"9598","PPP1CC","NMT2"
"9599","PPP1CC","TMEM120A"
"9600","PPP1CC","RRM1"
"9601","PPP1CC","TOR1AIP1"
"9602","PPP1CC","PPP1R15B"
"9603","PPP1CC","TACC2"
"9604","PPP1CC","MAP4K4"
"9605","PPP1CC","PPP1R2"
"9606","PPP1CC","SFRP1"
"9607","PPP1CC","KCTD20"
"9608","PPP1CC","TNS1"
"9609","PPP1CC","RNF19B"
"9610","PPP1CC","VSTM4"
"9611","PPP1CC","C11orf74"
"9612","PPP1CC","KRCC1"
"9613","PPP1CC","SDR39U1"
"9614","PPP1CC","GOLGA7"
"9615","CD2BP2","SF1"
"9616","CD2BP2","PSMF1"
"9617","CD2BP2","TXNL4A"
"9618","CD2BP2","KHDRBS1"
"9619","CD2BP2","PRPF6"
"9620","CD2BP2","SNRPN"
"9621","CD2BP2","AKNA"
"9622","CD2BP2","RBM12"
"9623","PPP1R8","HDAC2"
"9624","PPP1R8","APP"
"9625","PPP1R8","LYN"
"9626","PPP1R8","PRKACA"
"9627","PPP1R8","HMGA1"
"9628","PPP1R8","GBP2"
"9629","PPP1R8","SF3B1"
"9630","PPP2CA","PPP2R1A"
"9631","PPP2CA","PYGM"
"9632","PPP2CA","RELA"
"9633","PPP2CA","HDAC7"
"9634","PPP2CA","SGK1"
"9635","PPP2CA","BCL2"
"9636","PPP2CA","MAPK1"
"9637","PPP2CA","RBL2"
"9638","PPP2CA","MAPK3"
"9639","PPP2CA","PRKCD"
"9640","PPP2CA","CAV1"
"9641","PPP2CA","RAF1"
"9642","PPP2CA","CSNK2B"
"9643","PPP2CA","PTN"
"9644","PPP2CA","MYH9"
"9645","PPP2CA","PPP2R2A"
"9646","PPP2CA","ZFP36"
"9647","PPP2CA","CAMK1"
"9648","PPP2CA","PPP2R1B"
"9649","PPP2CA","NOSIP"
"9650","PPP2CA","MRPS26"
"9651","PPP2CA","IGBP1"
"9652","PPP2CA","PPME1"
"9653","PPP2R1A","PPP2R5D"
"9654","PPP2R1A","ARIH2"
"9655","PPP2R1A","SMAD2"
"9656","PPP2R1A","CSNK2B"
"9657","PPP2R1A","PPP2CB"
"9658","PPP2R1A","PPP2R2A"
"9659","PPP2R1A","PPP2R5A"
"9660","PPP2R1A","PLA2G16"
"9661","PPP2R1A","NOSIP"
"9662","PPP2R5D","CSNK2B"
"9663","PPP2R5D","PPP2R1B"
"9664","PPP3CA","PPP3R1"
"9665","PPP3CA","PSMA6"
"9666","PPP3CA","JUN"
"9667","PPP3CA","MARCH7"
"9668","PPP3CA","RCAN1"
"9669","PPP3CA","RCAN2"
"9670","PPP3R1","BCL2"
"9671","PPP3R1","PSMA7"
"9672","SRGN","UBR4"
"9673","PYGM","S100A1"
"9674","PYGM","TOP1"
"9675","KLF15","KAT2B"
"9676","KLF15","ANKS1A"
"9677","PRKACB","RPL27A"
"9678","PRKACB","NGFR"
"9679","PRKACB","RPS6"
"9680","PRKACB","ACVR1B"
"9681","TAF12","CPSF1"
"9682","TAF12","MYC"
"9683","TAF12","TAF6"
"9684","TAF12","NFYC"
"9685","PRKCH","PPP1R14A"
"9686","PRKCH","GSK3A"
"9687","PRKCH","ZBTB8OS"
"9688","MAPKAPK5","RPL13"
"9689","MAPKAPK5","TP53"
"9690","MAPKAPK5","MAPK14"
"9691","MAPKAPK5","MAPKAPK2"
"9692","MAPKAPK5","HSPB1"
"9693","SHMT1","PRSS23"
"9694","SHMT1","DEDD"
"9695","MAP2K1","LAMTOR3"
"9696","MAP2K1","MAP3K8"
"9697","MAP2K1","MAPK1"
"9698","MAP2K1","HNRNPD"
"9699","MAP2K1","PPARG"
"9700","MAP2K1","GRB10"
"9701","MAP2K1","MAPK3"
"9702","MAP2K1","WNK1"
"9703","MAP2K1","RAF1"
"9704","MAP2K1","PEBP1"
"9705","MAP2K2","MAPK1"
"9706","MAP2K2","COPS5"
"9707","MAP2K2","ZNF207"
"9708","MAP2K2","MAPK3"
"9709","MAP2K2","RAF1"
"9710","PRKRIR","TACC1"
"9711","TACC1","LSM7"
"9712","TACC1","ITSN2"
"9713","PRPS1","PRPSAP1"
"9714","PRPSAP1","MAPK1"
"9715","OGT","YES1"
"9716","OGT","MGEA5"
"9717","OGT","CSNK2B"
"9718","TNFAIP1","CUL3"
"9719","TNFAIP1","ZDHHC17"
"9720","TNFAIP1","ARNT"
"9721","TNFAIP1","RHOB"
"9722","TNFAIP1","CSNK2B"
"9723","TNFAIP1","SVIL"
"9724","TNFAIP1","KCTD10"
"9725","SH3GLB1","SH3KBP1"
"9726","SH3GLB1","TPD52L2"
"9727","SH3GLB1","ARHGAP17"
"9728","SH3GLB1","SH3GLB2"
"9729","SH3GLB1","APP"
"9730","SH3GLB1","GADD45A"
"9731","SH3GLB1","BAX"
"9732","PSMA6","PSMB5"
"9733","PSMA6","CUL1"
"9734","PSMA6","HSPB1"
"9735","PSMA6","USP4"
"9736","PSMA6","PSMA7"
"9737","PSMA6","PSMB6"
"9738","PSMA6","XBP1"
"9739","PSMA6","PSMB8"
"9740","PSMA6","PSMA2"
"9741","PSMB4","PSMB3"
"9742","PSMB4","APP"
"9743","PSMB4","PSMB5"
"9744","PSMB4","CUL1"
"9745","PSMB4","SMAD1"
"9746","PSMB4","PRPF19"
"9747","PSMB4","POMP"
"9748","PSMB4","PSMB8"
"9749","PSMB4","PSMB7"
"9750","PSMB4","CRBN"
"9751","PSMB4","OAZ1"
"9752","RAB3IL1","RAB11A"
"9753","STX4","VAMP2"
"9754","STX4","STX7"
"9755","STX4","VAMP3"
"9756","STX4","STX8"
"9757","STX4","VTI1B"
"9758","STX4","VAMP5"
"9759","STX4","STX12"
"9760","STX4","CYBRD1"
"9761","STX4","SNAP29"
"9762","STX4","SNAP23"
"9763","STX4","ITSN2"
"9764","STX4","NAPA"
"9765","STX4","STXBP3"
"9766","STX4","GOSR2"
"9767","SF1","PRPF40A"
"9768","SF1","WWP2"
"9769","SF1","GAS7"
"9770","SF1","NFKB1"
"9771","SF1","HDAC5"
"9772","SF1","RBM7"
"9773","SF1","TAF15"
"9774","SF1","FUS"
"9775","SF1","SF3A1"
"9776","SF1","HNRNPH1"
"9777","SF1","EFTUD2"
"9778","SF1","WBP4"
"9779","SF1","RBM4"
"9780","FBXO7","PSMF1"
"9781","FBXO7","XPO1"
"9782","FBXO7","UBE2D2"
"9783","FBXO7","RBBP6"
"9784","FBXO7","PINK1"
"9785","CCDC69","UBE2V1"
"9786","CCDC69","UBE2N"
"9787","CCDC69","UBA1"
"9788","SH3KBP1","SH3GL1"
"9789","SH3KBP1","UBC"
"9790","SH3KBP1","PDCD6IP"
"9791","SH3KBP1","SEPT9"
"9792","SH3KBP1","SH3GLB2"
"9793","SH3KBP1","DAB2"
"9794","SH3KBP1","KHDRBS1"
"9795","SH3KBP1","ARAP1"
"9796","SH3KBP1","CTSB"
"9797","SH3KBP1","ITSN2"
"9798","SH3KBP1","PIK3R1"
"9799","SH3KBP1","ZFP36"
"9800","SH3KBP1","SH3BP2"
"9801","SH3KBP1","SHKBP1"
"9802","RBM42","APP"
"9803","RBM42","RBM4"
"9804","C14orf159","APP"
"9805","PSMB3","TP53"
"9806","PSMB3","PSMB5"
"9807","PSMB3","PSMB6"
"9808","PSMB3","POMP"
"9809","PSMB3","PSMB8"
"9810","PSMB3","PSMB7"
"9811","PSMB3","PRMT2"
"9812","PSMB3","MPZ"
"9813","PSMD5","PSMC2"
"9814","PSMD5","UBC"
"9815","PSMD5","APP"
"9816","PSMC2","PSMC4"
"9817","PSMC2","UBC"
"9818","PSMC2","UBQLN2"
"9819","PSMC2","PSMD4"
"9820","PSMC2","POLR2M"
"9821","PSMC3","PSMD9"
"9822","PSMC3","PSMC4"
"9823","PSMC3","UBC"
"9824","PSMC3","GADD45A"
"9825","PSMC3","MDM2"
"9826","PSMC3","MYC"
"9827","PSMC3","INSIG1"
"9828","PSMC3","TXNL1"
"9829","PSMD9","NCKIPSD"
"9830","PSMD9","HNRNPA1"
"9831","PSMD9","YY1"
"9832","PSMD9","TNIP2"
"9833","PSMC4","PSMD10"
"9834","PSMC4","TRAP1"
"9835","PSMD10","RELA"
"9836","PSMD10","RB1"
"9837","PSMD10","NFKB1"
"9838","PSMD10","MDM2"
"9839","PSMD10","CLIC1"
"9840","PSMD10","GRSF1"
"9841","PSMD3","SHFM1"
"9842","PSMD3","TMEM14B"
"9843","SHFM1","RPA1"
"9844","SHFM1","MAP1LC3B"
"9845","SHFM1","PCID2"
"9846","SHFM1","PSMD6"
"9847","NCKIPSD","NCK1"
"9848","NCKIPSD","KHDRBS1"
"9849","NCKIPSD","HSPB1"
"9850","PSME1","VCL"
"9851","PSME1","USP22"
"9852","PSME1","APP"
"9853","PSME1","CHD3"
"9854","PSME1","PFDN1"
"9855","PSME1","EIF6"
"9856","PSME1","CDC37"
"9857","PSME1","PSME2"
"9858","PSME1","TUBB4B"
"9859","PTBP1","APP"
"9860","PTBP1","SFPQ"
"9861","PTBP1","HNRNPL"
"9862","PTBP1","HNRNPD"
"9863","PTBP1","HNRNPAB"
"9864","PTBP1","HMGA1"
"9865","PTGDS","CAPN1"
"9866","PTGDS","EGFR"
"9867","PTGDS","HSP90AA1"
"9868","PTGDS","BCAT2"
"9869","PTK2","YES1"
"9870","PTK2","SOCS3"
"9871","PTK2","RAC1"
"9872","PTK2","DDX39A"
"9873","PTK2","TP53"
"9874","PTK2","APP"
"9875","PTK2","EGFR"
"9876","PTK2","TGFB1I1"
"9877","PTK2","PXN"
"9878","PTK2","BCAR1"
"9879","PTK2","NCK1"
"9880","PTK2","GIT1"
"9881","PTK2","LYN"
"9882","PTK2","MDM2"
"9883","PTK2","TSC2"
"9884","PTK2","EZR"
"9885","PTK2","HES1"
"9886","PTK2","PIK3R1"
"9887","PTK2","TLN1"
"9888","PTK2","SAE1"
"9889","PTK2","RB1CC1"
"9890","PTK2","F13A1"
"9891","PTK2","SOCS2"
"9892","PTK2","ZNF331"
"9893","YES1","SOCS3"
"9894","YES1","BECN1"
"9895","YES1","KHDRBS1"
"9896","YES1","ABI1"
"9897","YES1","SLC9A3R1"
"9898","YES1","PTEN"
"9899","YES1","RPL10"
"9900","SOCS3","PTPN11"
"9901","SOCS3","TCEB1"
"9902","SOCS3","YWHAQ"
"9903","SOCS3","APP"
"9904","SOCS3","EGFR"
"9905","SOCS3","JAK2"
"9906","SOCS3","PTK2B"
"9907","SOCS3","MAPK11"
"9908","SOCS3","GHR"
"9909","SOCS3","TES"
"9910","SOCS3","JAK1"
"9911","SOCS3","RASA1"
"9912","SOCS3","TRDN"
"9913","SOCS3","TXNDC11"
"9914","SOCS3","LEPR"
"9915","SOCS3","RPL7A"
"9916","SOCS3","CUEDC2"
"9917","SOCS3","ACADVL"
"9918","PTMA","ZDHHC17"
"9919","PTMA","HDAC2"
"9920","PTMA","HDAC1"
"9921","PTMA","CREBBP"
"9922","PTMA","NCOR1"
"9923","PTMA","TERF2IP"
"9924","PTMA","TERF2"
"9925","PTMA","NUPR1"
"9926","PTMA","PHB2"
"9927","PTMS","RXRB"
"9928","PTMS","APP"
"9929","PTMS","SMAD2"
"9930","WDR6","CDC42EP4"
"9931","PTPN9","RTN3"
"9932","PTPN9","GHR"
"9933","PTPN9","CREB3"
"9934","RTN3","CDIPT"
"9935","RTN3","SNX1"
"9936","RTN3","RTN4"
"9937","RTN3","SPOP"
"9938","RTN3","UGCG"
"9939","PTPN11","STAT5A"
"9940","PTPN11","SYNCRIP"
"9941","PTPN11","EGFR"
"9942","PTPN11","JAK2"
"9943","PTPN11","PTK2B"
"9944","PTPN11","TXNIP"
"9945","PTPN11","GHR"
"9946","PTPN11","JAK1"
"9947","PTPN11","IL4R"
"9948","PTPN11","FRS2"
"9949","PTPN11","STAT5B"
"9950","PTPN11","CSF3R"
"9951","PTPN11","CAT"
"9952","PTPN11","PECAM1"
"9953","PXMP2","SIVA1"
"9954","S100A6","S100B"
"9955","S100A6","TP53"
"9956","S100A6","MDM2"
"9957","S100A6","SUGT1"
"9958","S100A6","CACYBP"
"9959","S100A6","FKBP4"
"9960","RPL14","KLF10"
"9961","RPL14","PTEN"
"9962","RPL14","PHLDA1"
"9963","PYGB","PYGL"
"9964","PYGL","IDH2"
"9965","RABGGTB","PTP4A2"
"9966","RAB5C","APPL2"
"9967","RAB5C","TBC1D15"
"9968","RAB5C","APP"
"9969","RAB5C","TBC1D17"
"9970","RAB5C","SGSM3"
"9971","APPL2","TINF2"
"9972","APPL2","RAB5A"
"9973","APPL2","RBBP7"
"9974","APPL2","MTA2"
"9975","APPL2","ATF3"
"9976","APPL2","PINK1"
"9977","APPL2","CRBN"
"9978","APPL2","RBP7"
"9979","RAC1","RAP1GDS1"
"9980","RAC1","UBC"
"9981","RAC1","IQGAP1"
"9982","RAC1","ARHGAP17"
"9983","RAC1","PLCG1"
"9984","RAC1","BCR"
"9985","RAC1","COG5"
"9986","RAC1","TRIO"
"9987","RAC1","SFPQ"
"9988","RAC1","SOD1"
"9989","RAC1","CAV1"
"9990","RAC1","MCM3AP"
"9991","RAC1","MYH9"
"9992","RAC1","MAP3K11"
"9993","RAC1","ARHGEF25"
"9994","RAC1","DOCK1"
"9995","RAC1","CORO1C"
"9996","RAC1","LTBP3"
"9997","RAC1","ARHGDIB"
"9998","RAC1","ARHGAP1"
"9999","RAC1","ARHGEF2"
"10000","RAC1","DMPK"
"10001","RAC1","MCF2L"
"10002","RAC1","CDC42SE1"
"10003","RAC1","CDC42SE2"
"10004","RAC1","CFAP36"
"10005","RAC1","VWF"
"10006","RAC1","NCKAP1"
"10007","RAC1","LTBP4"
"10008","RAC1","ARHGAP31"
"10009","RAC1","MT-CO3"
"10010","RAD23A","FAM188A"
"10011","RAD23A","UBC"
"10012","RAD23A","SQSTM1"
"10013","RAD23A","CREBBP"
"10014","RAD23A","UBQLN2"
"10015","RAD23A","PSMD4"
"10016","RAD23A","HSPB1"
"10017","RAD23A","MDM2"
"10018","RAD23A","ECSIT"
"10019","RAD23A","GTF2H1"
"10020","RAD23A","CDC37"
"10021","RAD23A","PSEN1"
"10022","RAD23A","A2M"
"10023","RAD23A","UBE4B"
"10024","RAD23A","DBI"
"10025","FAM188A","UBE2V1"
"10026","FAM188A","UBE2N"
"10027","FAM188A","UBA1"
"10028","RAD23B","RPA1"
"10029","RAD23B","UBC"
"10030","RAD23B","ADRM1"
"10031","RAD23B","PSMD4"
"10032","RAD23B","DBI"
"10033","RAN","NUTF2"
"10034","RAN","XPO7"
"10035","RAN","SMARCB1"
"10036","RAN","NR3C1"
"10037","RAN","RANBP9"
"10038","RAN","XPO1"
"10039","RAN","BCAR1"
"10040","RAN","RANBP1"
"10041","RAN","TNPO1"
"10042","RAN","RANBP2"
"10043","RAN","CSE1L"
"10044","RAN","NUP153"
"10045","RAN","RPL7"
"10046","RAN","SNUPN"
"10047","RAN","KPNB1"
"10048","RAN","NEK9"
"10049","RAN","NUPR1"
"10050","RAN","RANGAP1"
"10051","RAN","MSL1"
"10052","RAN","IPO5"
"10053","RAN","RANGRF"
"10054","RAN","IPO7"
"10055","NUTF2","NUP153"
"10056","NUTF2","KPNB1"
"10057","RAP1B","RGS2"
"10058","RAP1B","ZDHHC17"
"10059","RAP1B","CCT7"
"10060","RAP1B","DDAH2"
"10061","RAP1B","TP53"
"10062","RAP1B","APP"
"10063","RAP1B","RALGDS"
"10064","RAP1B","TLE1"
"10065","RAP1B","CHGB"
"10066","RAP1B","A2M"
"10067","RAP1B","PDHB"
"10068","RAP1B","CSAD"
"10069","RAP1B","SDF4"
"10070","RAP1GDS1","EGFR"
"10071","RAP1GDS1","NRAS"
"10072","RAP1GDS1","RAP1A"
"10073","RAP1GDS1","HRAS"
"10074","RARA","NRIP1"
"10075","RARA","RXRB"
"10076","RARA","NRBF2"
"10077","RARA","HDAC1"
"10078","RARA","USP7"
"10079","RARA","MED1"
"10080","RARA","PML"
"10081","RARA","TOP2B"
"10082","RARA","MAPK1"
"10083","RARA","RXRA"
"10084","RARA","NCOA3"
"10085","RARA","NCOR2"
"10086","RARA","NCOA1"
"10087","RARA","HDAC3"
"10088","RARA","MDM2"
"10089","RARA","CEBPA"
"10090","RARA","SIRT1"
"10091","RARA","FOXO1"
"10092","RARA","NCOR1"
"10093","RARA","SP1"
"10094","RARA","HMGA1"
"10095","RARA","SRF"
"10096","RARA","TRIP4"
"10097","RARA","PRDX6"
"10098","RARA","SMARCD3"
"10099","RARA","MECR"
"10100","RARA","MED25"
"10101","NRIP1","RXRB"
"10102","NRIP1","THRA"
"10103","NRIP1","YWHAQ"
"10104","NRIP1","CCDC85B"
"10105","NRIP1","HDAC2"
"10106","NRIP1","HDAC1"
"10107","NRIP1","APP"
"10108","NRIP1","NR3C1"
"10109","NRIP1","RXRA"
"10110","NRIP1","PPARG"
"10111","NRIP1","THRB"
"10112","NRIP1","HDAC3"
"10113","NRIP1","JUN"
"10114","NRIP1","HDAC5"
"10115","NRIP1","YWHAH"
"10116","NRIP1","ESRRA"
"10117","NRIP1","AHR"
"10118","NRIP1","FHL1"
"10119","NRIP1","CIB1"
"10120","RXRB","NR3C1"
"10121","RXRB","PPARG"
"10122","RXRB","THRB"
"10123","RXRB","NCOA1"
"10124","RXRB","MAP4"
"10125","RXRB","GTF2H1"
"10126","RXRB","SPOP"
"10127","RXRB","AKAP13"
"10128","RARRES3","TRIM25"
"10129","ASH2L","DPY30"
"10130","ASH2L","TP53"
"10131","ASH2L","CTNNB1"
"10132","ASH2L","KMT2D"
"10133","RELA","DPF2"
"10134","RELA","RPL13"
"10135","RELA","TAF11"
"10136","RELA","BRMS1"
"10137","RELA","RPL23"
"10138","RELA","ING4"
"10139","RELA","COMMD1"
"10140","RELA","HDAC2"
"10141","RELA","HDAC1"
"10142","RELA","BRD4"
"10143","RELA","USP7"
"10144","RELA","EGR1"
"10145","RELA","CREBBP"
"10146","RELA","NR3C1"
"10147","RELA","NFKB1"
"10148","RELA","PPP4C"
"10149","RELA","RXRA"
"10150","RELA","MAPK14"
"10151","RELA","NCOR2"
"10152","RELA","PPARG"
"10153","RELA","UBE2D2"
"10154","RELA","HEXIM1"
"10155","RELA","UBE2L3"
"10156","RELA","MDM2"
